2021-10-21 10:23:48,643 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 77 - Validating Loginpage Title
2021-10-21 10:23:48,648 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 80 - Testcase Passed!
2021-10-21 10:23:49,207 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 87 - Validating Forgot password operation by providing valid emailid and contact number
2021-10-21 10:23:49,207 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 88 - User details: Email: fake@g.com , ContactNo: 1.23456789E9
2021-10-21 10:23:55,629 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 87 - Validating Forgot password operation by providing valid emailid and contact number
2021-10-21 10:23:55,629 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 88 - User details: Email: fake10@g.com , ContactNo: 4.567321231E9
2021-10-21 10:23:56,030 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 98 - Validating Forgot password operation by providing invalid emailid or contact number
2021-10-21 10:23:56,031 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 99 - User details: Email: wk@g.com , ContactNo: 1.23456789E9
2021-10-21 10:23:56,372 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 109 - Testcase Passed!
2021-10-21 10:23:56,373 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 98 - Validating Forgot password operation by providing invalid emailid or contact number
2021-10-21 10:23:56,373 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 99 - User details: Email: sk@g.com , ContactNo: 123.0
2021-10-21 10:23:56,701 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 109 - Testcase Passed!
2021-10-21 10:23:56,702 ForgotPasswordPageTest.java INFO  [main] base.CommonBase 117 - Closing browser
